rowID,Cluster,RAJ2000,DEJ2000,Diam,Dist,E(B-V),Age,pmRA,pmDE,Nc,RV,o_RV,[Fe/H],raDeg,decDeg,l,b
153,NGC 1027         ,02 42 43,+61 38 01,   6.2, 1030, 0.410, 8.400,  -2.46,   0.95,   94,  15.63,  1,,40.6791666667,61.6336111111,135.747345269,1.56229174275
154,Majaess 30       ,02 44 36,+60 59 42,   2.0,     ,      ,      ,       ,       ,     ,       ,   ,,41.15,60.995,136.220088691,1.07697887137
155,Czernik 13       ,02 44 42,+62 21 00,   4.0, 3961, 0.755, 6.854,  -1.05,  -2.21,   61,       ,   ,,41.175,62.35,135.658550009,2.31031889084
156,ASCC 9           ,02 46 55,+57 43 48,  20.4, 2900, 0.900, 6.790,  -0.93,  -0.33,  394, -40.73,  2,,41.7291666667,57.73,137.877555836,-1.7515483573
157,Teutsch 162      ,02 47 40,+61 58 30,   9.0, 2050, 0.510, 7.000,  -0.65,  -1.98,  141,       ,   ,,41.9166666667,61.975,136.132307266,2.11938821092
158,IC 1848          ,02 51 12,+60 26 00,  18.0, 2200, 0.660, 6.700,  -5.15,   0.35,    3, -33.76,  4,,42.8,60.4333333333,137.190952891,0.92032318919
159,Collinder 34     ,02 59 23,+60 34 00,  25.0,     ,      ,      ,   0.40,   0.44,  765, -40.00,  1,,44.8458333333,60.5666666667,138.025599134,1.50020404298
160,SAI 24           ,02 59 25,+60 33 58,   6.0, 1000, 0.500, 7.200,  -0.99,   1.17,   86, -40.00,  1,,44.8541666667,60.5661111111,138.029473498,1.50164566526
161,SAI 25           ,03 00 27,+57 16 02,   7.0, 2290, 0.840, 9.150,  -2.19,   2.82,   45,       ,   ,,45.1125,57.2672222222,139.708484647,-1.34122547796
162,Berkeley 66      ,03 04 18,+58 46 00,   4.0, 5000, 1.280, 9.600,  -0.63,   2.60,   37, -50.60,  2,-0.48,46.075,58.7666666667,139.433671876,0.218451467194
163,NGC 1193         ,03 05 56,+44 23 00,   3.0, 4571, 0.190, 9.700,   1.05,  -4.96,   26, -82.00,  4,-0.293,46.4833333333,44.3833333333,146.812481525,-12.1631018002
164,NGC 1252         ,03 10 49,-57 46 00,   8.0,  790, 0.000, 9.450,   7.68,   3.61,   19,       ,   ,,47.7041666667,-57.7666666667,274.083881306,-50.831346654
165,NGC 1220         ,03 11 40,+53 20 42,   4.0, 1800, 0.700, 7.778,  -0.13,  -0.50,   30,       ,   ,,47.9166666667,53.345,143.036357445,-3.96319915035
166,Trumpler 3       ,03 11 48,+63 15 00,  12.0,  460, 0.190, 8.300,  -2.88,  -0.70,   98,  -8.58,  2,,47.95,63.25,137.976340448,4.55463023006
167,NGC 1245         ,03 14 42,+47 14 12,  32.0, 2818, 0.240, 9.030,   1.83,  -1.92, 1684, -29.70, 16,-0.04,48.675,47.2366666667,146.647394292,-8.93094741708
168,King 5           ,03 14 45,+52 41 12,  14.2, 1740, 0.700, 9.100,  -0.17,  -3.31,  237, -52.00, 19,-0.3,48.6875,52.6866666667,143.775732565,-4.28659491947
169,Stock 23         ,03 16 11,+60 06 56,  29.0,  380, 0.260, 7.510,   0.41,  -1.33,  396,  -8.53,  4,,49.0458333333,60.1155555556,140.052375376,2.14639086925
170,Czernik 14       ,03 16 54,+58 36 00,   2.0, 2175, 1.710, 8.400,   0.33,  -2.46,    3,       ,   ,,49.225,58.6,140.928684425,0.906269873915
171,Alessi 13        ,03 21 42,-36 18 00, 200.0,  100,      ,      ,  36.39,  -4.74,   12,  19.53,  3,0.17,50.425,-36.3,238.548625326,-56.9814861611
172,Czernik 15       ,03 23 12,+52 15 00,   2.4, 1155, 1.000, 7.300,   1.42,  -0.01,    3,       ,   ,,50.8,52.25,145.099776719,-3.96612526041
173,FSR 0628         ,03 23 12,+60 33 46,   5.4, 5001, 1.049, 9.250,  -1.55,  -1.34,   33,       ,   ,,50.8,60.5627777778,140.545070885,2.98973043485
174,Melotte 20       ,03 24 19,+49 51 42, 300.0,  185, 0.090, 7.854,  22.41, -25.87,   60,  -1.39, 23,0.04,51.0791666667,49.8616666667,146.5675561,-5.86257898733
175,Alessi Teutsch 9 ,03 27 27,+34 57 12,  57.6,  700, 0.100, 8.650,  -3.08,  -1.01,   13,       ,   ,,51.8625,34.9533333333,155.735403211,-17.7959793402
176,King 6           ,03 27 50,+56 23 59,   3.5,  871, 0.500, 8.400,   2.29,  -1.80,   28,       ,   ,0.46,51.9583333333,56.3997222222,143.358433839,-0.138867069322
177,Czernik 16       ,03 30 48,+52 39 00,   5.0, 2580, 1.290, 8.300,   0.29,  -3.40,   33,       ,   ,,52.7,52.65,145.836743168,-2.98650508798
178,NGC 1342         ,03 31 38,+37 22 36,  15.0,  665, 0.319, 8.655,  -2.99,  -1.82,  146, -10.67,  3,-0.16,52.9083333333,37.3766666667,154.951771029,-15.3421840181
179,ASCC 11          ,03 32 17,+44 50 24,  42.0,  650, 0.150, 8.610,   1.26,  -4.75,   12,  -3.24,  3,,53.0708333333,44.84,150.56405063,-9.23020661634
180,Berkeley 9       ,03 32 39,+52 39 14,   6.3, 1480, 0.790, 9.300,   1.07,  -0.57,   64,       ,   ,,53.1625,52.6538888889,146.064623722,-2.82236263264
181,NGC 1348         ,03 34 06,+51 24 30,   6.0, 1820, 1.020, 8.110,   0.59,  -0.45,   45,       ,   ,0.07,53.525,51.4083333333,146.968849382,-3.70903143354
182,Berkeley 10      ,03 39 32,+66 29 09,  10.0, 1700, 0.750, 9.060,  -2.11,  -0.50,  108,       ,   ,-0.49,54.8833333333,66.4858333333,138.615799399,8.87851523098
183,SAI 30           ,03 40 22,+82 14 00,   3.0, 3100, 1.250, 8.000,   2.20,   0.97,   16,       ,   ,,55.0916666667,82.2333333333,128.525483194,21.2690613133
184,FSR 0634         ,03 40 24,+59 25 10,   1.2, 2301, 1.149, 8.952,  26.81, -20.15,    4,       ,   ,,55.1,59.4194444444,142.965319278,3.28807735365
185,Alessi Teutsch 10,03 44 26,+29 40 00,  25.0,     ,      ,      ,   4.85,  -3.35,  201,  26.07,  1,,56.1083333333,29.6666666667,162.165810345,-19.7300904346
186,IC 348           ,03 44 34,+32 09 48,   8.0,  385, 0.929, 7.641,   3.38,  -7.37,   33,  18.10,  4,,56.1416666667,32.1633333333,160.489944698,-17.8022306393
187,Melotte 22       ,03 47 00,+24 07 00, 120.0,  133, 0.030, 8.131,  19.88, -45.00,   50,   5.94, 49,-0.03,56.75,24.1166666667,166.570662836,-23.5211677938
188,Juchert 11       ,03 47 18,+53 54 35,   5.0, 3000, 1.901, 8.900,  18.07, -17.76,    6,       ,   ,,56.825,53.9097222222,147.071190348,-0.507714633691
189,Tombaugh 5       ,03 47 48,+59 03 00,  14.0, 1750, 0.800, 8.300,  -0.72,  -1.75,  304,  -5.80,  1,,56.95,59.05,143.94227138,3.57250700446
190,NGC 1444         ,03 49 25,+52 39 30,   4.0, 1199, 0.712, 7.964,   2.34,  -1.95,    1,   2.00,  2,,57.3541666667,52.6583333333,148.096279046,-1.2922538221
191,Majaess 36       ,03 51 37,+51 31 00,   4.0,     ,      ,      ,       ,       ,     ,       ,   ,,57.9041666667,51.5166666667,149.0758018,-1.96968620902
192,Czernik 17       ,03 52 24,+61 57 00,   8.0, 7000, 0.720, 8.050,  -2.30,   1.81,   37,       ,   ,,58.1,61.95,142.556709027,6.18486289168
193,Juchert 9        ,03 55 21,+58 23 30,   3.0, 4400, 0.790, 7.600,  -0.35,   0.92,   28,       ,   ,,58.8375,58.3916666667,145.120247588,3.68010833476
194,FSR 0654         ,03 55 35,+54 01 14,   3.1, 4000, 1.420, 8.508,   1.30,  -6.13,   16,       ,   ,,58.8958333333,54.0205555556,147.948160241,0.345037129293
195,FSR 0655         ,03 56 14,+53 51 54,   1.4, 1742, 1.228, 8.720,   1.21,  -2.24,    2,       ,   ,,59.0583333333,53.865,148.121322766,0.287059814587
196,NGC 1520         ,03 57 51,-76 47 42,   7.2,  775, 0.060, 9.300,   4.39,   3.83,   22,       ,   ,,59.4625,-76.795,291.137268296,-35.704696801
197,FSR 0656         ,03 58 53,+53 37 54,   1.5, 1400, 0.949, 8.895,  -0.10,  -1.84,    9,       ,   ,,59.7208333333,53.6316666667,148.571113377,0.361968667735
198,King 7           ,03 59 00,+51 48 00,   7.0, 2200, 1.250, 8.820,   0.83,  -1.36,   89,       ,   ,-0.17,59.75,51.8,149.774457311,-1.01911637528
199,FSR 0647         ,03 59 11,+57 13 37,   2.5,     ,      ,      ,       ,       ,     ,       ,   ,,59.7958333333,57.2269444444,146.264548058,3.12123133695
200,Alicante 1       ,03 59 18,+57 14 14,   2.0, 3981, 0.670, 6.600,  -1.76,   1.36,    2, -32.40,  1,,59.825,57.2372222222,146.269839703,3.13931213907
201,NGC 1498         ,04 00 18,-12 00 54,   7.6, 1020, 0.040, 9.200,   2.07,  -7.54,    8,       ,   ,,60.075,-12.015,203.622480056,-43.3297200687
202,Juchert 19       ,04 02 20,+52 26 39,   2.0, 1340, 0.280, 9.300,  -4.65,  -3.83,    3,       ,   ,,60.5833333333,52.4441666667,149.740037382,-0.197207983573
203,FSR 0660         ,04 02 38,+51 55 56,   2.6, 5126, 0.625, 9.220,  -4.81,   0.71,    7,       ,   ,-0.49,60.6583333333,51.9322222222,150.111962669,-0.55200249931
204,Majaess 41       ,04 03 19,+51 17 58,  25.0,     ,      ,      ,   0.19,   0.05,  345, -24.20,  1,,60.8291666667,51.2994444444,150.609462439,-0.957214856848
205,Majaess 42       ,04 03 48,+51 01 05,   2.0,     ,      ,      ,       ,       ,     ,       ,   ,,60.95,51.0180555556,150.852540487,-1.11801003979
206,NGC 1496         ,04 04 32,+52 39 42,   4.0, 1230, 0.450, 8.800,   0.48,   1.40,   52, -14.43,  1,,61.1333333333,52.6616666667,149.847017312,0.187101853864
207,FSR 0665         ,04 05 12,+51 31 20,   4.3,     ,      ,      ,   1.01,   1.52,   27,       ,   ,,61.3,51.5222222222,150.681337979,-0.595679030258
208,Dolidze 14       ,04 06 43,+27 32 34,  19.0, 1670, 0.320, 9.100,   1.71,  -0.88,  131,       ,   ,,61.6791666667,27.5427777778,167.488683134,-17.9827400255
209,FSR 0667         ,04 07 09,+51 10 18,   2.8, 1818, 0.937, 8.080,  -0.66,  -1.05,    2,       ,   ,,61.7875,51.1716666667,151.142165067,-0.652840281214
210,NGC 1502         ,04 07 50,+62 19 54,   8.0, 1000, 0.700, 7.000,  -0.55,  -0.91,  102,  -9.70,  3,,61.9583333333,62.3316666667,143.672340334,7.65757596153
211,NGC 1513         ,04 09 57,+49 30 54,  10.0, 1320, 0.670, 8.110,   1.11,  -4.66,  180, -15.13,  1,,62.4875,49.515,152.589837753,-1.57431554686
212,Juchert 20       ,04 10 47,+46 52 01,   5.0, 2420, 0.700, 8.550,  -0.09,  -0.92,   51,       ,   ,,62.6958333333,46.8669444444,154.493640288,-3.4220733958
213,FSR 0674         ,04 12 21,+48 44 07,   2.0, 3400, 1.020, 8.560,  -2.37,  -1.78,   12,       ,   ,,63.0875,48.7352777778,153.408871176,-1.87749672222
214,NGC 1557         ,04 13 11,-70 28 18,  26.0, 1055, 0.110, 9.480,   2.86,   5.71,  120,   4.96,  2,,63.2958333333,-70.4716666667,283.772826518,-38.2607600465
215,NGC 1528         ,04 15 23,+51 12 54,  16.0, 1090, 0.260, 8.600,   0.90,  -1.08,  405, -16.90,  5,,63.8458333333,51.215,152.056826066,0.257737856809
216,SAI 36           ,04 16 50,+41 04 00,   3.0, 3000, 0.550, 9.100,   0.86,  -3.77,   22,       ,   ,,64.2083333333,41.0666666667,159.306133426,-6.86557310184
217,Waterloo 1       ,04 18 36,+52 51 30,   5.0, 4400, 0.910, 8.600,  -0.94,  -1.40,   41,       ,   ,,64.65,52.8583333333,151.269058614,1.78247235677
218,IC 361           ,04 19 00,+58 18 00,   6.0, 1070, 1.117, 7.718,   1.28,  -2.52,  139,       ,   ,,64.75,58.3,147.483571396,5.70059386514
219,Mayer 2          ,04 19 45,+53 10 00,   3.0, 1589, 1.060, 7.400,  -1.41,  -5.88,   20,       ,   ,,64.9375,53.1666666667,151.176172255,2.12360332575
220,Berkeley 11      ,04 20 36,+44 55 00,   5.0, 2200, 0.950, 8.041,   0.87,  -2.71,   79,       ,   ,0.01,65.15,44.9166666667,157.081472075,-3.6422226886
221,NGC 1545         ,04 20 57,+50 15 12,  18.0,  711, 0.303, 8.448,  -0.22,  -1.52,  377, -12.42,  3,-0.13,65.2375,50.2533333333,153.358808368,0.184399596552
222,NGC 1548         ,04 21 20,+36 55 00,  30.0, 2501, 1.099, 9.020,   3.71,  -2.39,  377,       ,   ,,65.3333333333,36.9166666667,162.895335718,-9.17998925692
223,FSR 0671         ,04 22 30,+51 50 40,   0.6, 3501, 1.399, 7.900,  -1.20,   2.09,    2,       ,   ,,65.625,51.8444444444,152.406338391,1.48208519439
224,FSR 0756         ,04 24 13,+29 42 14,   4.2, 1800, 0.970, 8.480,   1.78,  -2.72,   23,       ,   ,,66.0541666667,29.7038888889,168.648336803,-13.7201384917
225,FSR 0662         ,04 24 30,+54 58 01,   3.6,     ,      ,      ,       ,       ,     ,       ,   ,,66.125,54.9669444444,150.390870595,3.887519458
226,FSR 0686         ,04 25 51,+46 05 53,   1.3, 1638, 1.020, 8.610,  -1.64,  -5.37,   14,       ,   ,,66.4625,46.0980555556,156.887656757,-2.15758596418
227,Melotte 25       ,04 26 54,+15 52 00, 330.0,   45, 0.010, 8.896,       ,       ,     ,  39.29, 33,0.13,66.725,15.8666666667,180.063789356,-22.3429458689
228,Czernik 18       ,04 28 00,+30 56 00,   5.0, 1052, 0.270, 9.000,   0.10,  -3.72,   43,       ,   ,,67.0,30.9333333333,168.287264015,-12.2868411605
229,NGC 1582         ,04 31 39,+43 44 36,  24.0, 1100, 0.350, 8.470,   0.22,   0.13,  599,   5.53,  3,,67.9125,43.7433333333,159.302768808,-3.03940095716
230,NGC 1605         ,04 34 53,+45 16 12,   6.0, 2559, 0.970, 7.610,  -1.97,  -2.04,   91,       ,   ,,68.7208333333,45.27,158.573753226,-1.57913150826
231,NGC 1641         ,04 35 32,-65 45 00,  11.0,  985, 0.104, 9.520,   6.48,   8.50,   37,       ,   ,,68.8833333333,-65.75,277.20302745,-38.3181100227
232,Berkeley 67      ,04 38 06,+50 45 00,  10.0, 2450, 0.790, 9.000,  -0.25,  -1.07,  101,       ,   ,,69.525,50.75,154.877635637,2.50304611078
233,FSR 0687         ,04 39 29,+48 11 40,   1.5,     ,      ,      ,       ,       ,     ,       ,   ,,69.8708333333,48.1944444444,156.933339433,0.966968660179
234,NGC 1624         ,04 40 36,+50 27 42,   3.0, 6000, 0.920, 6.600,  -0.78,  -0.54,  149,       ,   ,,70.15,50.4616666667,155.357208003,2.60763118537
235,Platais 3        ,04 41 37,+71 14 12, 216.0,  200, 0.100, 8.700,   3.84, -21.35,    3,   7.00,  1,,70.4041666667,71.2366666667,139.34549125,16.148298955
236,FSR 0714         ,04 42 46,+41 55 19,   2.6, 1819, 0.625, 9.060,  -1.42,  -0.20,    7,       ,   ,,70.6916666667,41.9219444444,162.023483961,-2.74582718404
237,FSR 0719         ,04 44 19,+41 48 51,   2.6, 3500, 0.620, 8.945,  -3.32,   0.26,   11,       ,   ,,71.0791666667,41.8141666667,162.294192331,-2.59830819579
238,Berkeley 68      ,04 44 30,+42 04 00,  12.0, 1678, 0.671, 8.391,  -0.63,   0.05,  238,       ,   ,,71.125,42.0666666667,162.125028974,-2.40763330073
239,Berkeley 12      ,04 44 36,+42 41 00,   4.0, 3162, 0.700, 9.600,  -0.78,   1.41,   40,       ,   ,0.07,71.15,42.6833333333,161.669565702,-1.99112578288
240,FSR 0723         ,04 44 57,+41 30 45,   0.8, 3103, 0.750, 8.965,   0.13,  -0.17,    4,       ,   ,,71.2375,41.5125,162.600337692,-2.70540490671
241,FSR 0733         ,04 45 08,+39 46 32,   3.9, 1500, 0.500, 9.060,  -0.76,   0.12,    5,       ,   ,,71.2833333333,39.7755555556,163.943976255,-3.80935507057
242,Majaess 50       ,04 45 27,+41 58 33,  17.0,     ,      ,      ,  -1.06,  -0.21,  394,       ,   ,,71.3625,41.9758333333,162.309057812,-2.33298532768
243,NGC 1647         ,04 45 55,+19 06 54,  40.0,  540, 0.370, 8.158,  -0.74,  -0.57,  656,  -7.02,  2,,71.4791666667,19.115,180.336584437,-16.771783532
244,Alessi 2         ,04 46 02,+55 12 24,  30.0,  501, 0.180, 8.500,   0.25,  -1.09,   23,       ,   ,,71.5083333333,55.2066666667,152.291773393,6.32912319072
245,FSR 0717         ,04 46 06,+42 08 03,   2.1, 1700, 0.450, 9.050,  -3.13,  -1.48,    2,       ,   ,,71.525,42.1341666667,162.267079648,-2.13838846017
246,FSR 0721         ,04 46 21,+41 57 07,   5.6, 3662, 0.874, 8.800,  -0.96,  -0.15,   69,       ,   ,,71.5875,41.9519444444,162.435982677,-2.22128803627
247,Ruprecht 148     ,04 46 30,+44 44 00,   4.0, 3028, 0.702, 7.724,  -1.88,   0.57,   48,       ,   ,,71.625,44.7333333333,160.336214433,-0.396318347582
248,NGC 1662         ,04 48 27,+10 56 12,  20.0,  437, 0.304, 8.625,   0.79,  -2.17,  151, -13.35,  2,-0.095,72.1125,10.9366666667,187.694958694,-21.1142847291
249,NGC 1663         ,04 48 58,+13 08 54,  12.0,  700, 0.200, 9.300,   2.18,  -2.90,   45,       ,   ,,72.2416666667,13.1483333333,185.845012183,-19.7351028669
250,ASCC 12          ,04 49 55,+41 43 48,  30.0,  500, 0.150, 8.420,  -1.83,  -2.10,    3,       ,   ,,72.4791666667,41.73,163.034117604,-1.85628863225
251,ESO 485 20       ,04 50 04,-25 57 24,   5.0,     ,      ,      ,  -3.53,   3.21,    9,       ,   ,,72.5166666667,-25.9566666667,226.161725022,-37.1443166055
252,NGC 1664         ,04 51 06,+43 40 30,   9.0, 1199, 0.254, 8.465,   1.96,  -5.10,    1,   7.50,  2,,72.775,43.675,161.676821842,-0.446019872237
253,FSR 0702         ,04 51 40,+45 45 53,   0.4, 2501, 0.999, 8.900,  -2.75,  -4.91,    5,       ,   ,,72.9166666667,45.7647222222,160.130415443,0.963186962114
254,FSR 0735         ,04 53 53,+40 51 42,   6.0, 2500, 0.510, 8.700,  -0.13,  -1.66,  118,       ,   ,,73.4708333333,40.8616666667,164.178615725,-1.83296177277
255,Teutsch 5        ,04 55 43,+36 46 55,   3.2, 2325, 0.770, 9.350,  -0.90,  -1.72,   13,       ,   ,,73.9291666667,36.7819444444,167.582842091,-4.11670715111
256,Berkeley 13      ,04 55 52,+52 48 00,   8.8, 2470, 0.660, 9.000,  -5.56,   3.25,   69,       ,   ,,73.9666666667,52.8,155.085074731,5.92441387858
257,FSR 0699         ,04 56 07,+47 23 04,   1.0,     ,      ,      ,  -1.55,   0.73,   10,       ,   ,,74.0291666667,47.3844444444,159.355818666,2.57835443514
258,Czernik 19       ,04 57 09,+28 46 47,   8.0, 2500, 0.670, 7.400,   4.39,  -1.93,   98,       ,   ,,74.2875,28.7797222222,174.098643259,-8.83213887024
259,Skiff J0458+43.0 ,04 58 14,+43 00 48,   5.0, 2125, 0.180, 8.950,  -0.01,  -0.78,   78,       ,   ,,74.5583333333,43.0133333333,163.007370334,0.145026417172
260,FSR 0696         ,04 58 35,+47 59 09,   1.9,     ,      ,      ,       ,       ,     ,       ,   ,,74.6458333333,47.9858333333,159.142881309,3.2774827253
261,NGC 1785         ,04 58 35,-68 50 40,   6.0, 3080, 0.060, 8.700,   3.43,  -1.78,  108,   9.70,  1,,74.6458333333,-68.8444444444,280.013931862,-35.2469714334
262,FSR 0744         ,04 59 30,+38 00 42,   1.6, 1250, 0.700, 8.850,  -3.07,  -8.08,   19,       ,   ,,74.875,38.0116666667,167.084554308,-2.76415652369
263,Berkeley 14      ,05 00 12,+43 28 00,   5.0, 5500, 0.520, 9.200,  -0.78,  -0.45,   74,  -4.82,  5,,75.05,43.4666666667,162.872994905,0.70693536835
264,FSR 0759         ,05 01 10,+35 47 41,   0.8, 3801, 0.999, 9.200,   6.24,  -4.10,    1,       ,   ,,75.2916666667,35.7947222222,169.041310647,-3.86408373867
265,FSR 0722         ,05 01 49,+44 07 42,   0.7, 2501, 0.999, 8.800,  -1.25,  -4.59,    4,       ,   ,,75.4541666667,44.1283333333,162.53033721,1.34374479287
266,Berkeley 15      ,05 02 05,+44 30 00,   8.0, 1202, 0.230, 9.400,  -0.56,  -1.20,  108,       ,   ,0.0,75.5208333333,44.5,162.265614815,1.60903745537
267,FSR 0753         ,05 02 14,+36 47 24,   1.9, 3001, 1.099, 8.300,   3.09,  -3.86,    2,       ,   ,,75.5583333333,36.79,168.383875755,-3.08553007749
268,FSR 0732         ,05 02 36,+42 32 55,   2.5, 2800, 0.300, 9.500,   0.30,  -1.05,    2,       ,   ,,75.65,42.5486111111,163.86709971,0.489718453313
269,FSR 0734         ,05 03 22,+42 24 49,   1.3, 1193, 0.050, 8.350,  -2.11,   1.93,   26,       ,   ,,75.8416666667,42.4136111111,164.060316496,0.519317945133
270,NGC 1708         ,05 03 27,+52 50 00,  20.0,  630, 0.300, 8.755,  -3.21,   0.18,  307,       ,   ,,75.8625,52.8333333333,155.763733196,6.85122588207
271,NGC 1746         ,05 03 50,+23 46 12,  42.0,  800, 0.300, 8.645,  -1.58,  -3.24, 1245,   2.00, 11,,75.9583333333,23.77,179.074924232,-10.6452114835
272,NGC 1750         ,05 03 55,+23 39 30,  20.0,  630, 0.340, 8.300,  -3.14,  -2.91,    3,       ,   ,,75.9791666667,23.6583333333,179.178150181,-10.6956395637
273,NGC 1758         ,05 04 35,+23 47 54,   9.0,  760, 0.340, 8.600,  -0.61,  -3.57,  113,       ,   ,,76.1458333333,23.7983333333,179.154457802,-10.4898789076
274,Bica 6           ,05 06 20,+39 09 50,   7.0, 1600, 0.420, 9.000,  -1.56,   0.68,   71,  57.10, 11,,76.5833333333,39.1638888889,166.985744418,-1.00326753944
275,Dolidze 15       ,05 06 35,+34 51 24,  16.5,     ,      ,      ,   1.78,  -2.28,  255,       ,   ,,76.6458333333,34.8566666667,170.460000615,-3.55381251744
276,SAI 41           ,05 07 05,+38 25 05,   2.0, 5200, 0.510, 9.300,  -2.68,  -2.17,    4,       ,   ,,76.7708333333,38.4180555556,167.669599042,-1.33517646332
277,Skiff J0507+30.8 ,05 07 14,+30 50 34,   6.0, 8701, 0.100, 9.100,  -1.29,  -0.95,   79,       ,   ,,76.8083333333,30.8427777778,173.771120804,-5.84323762394
278,Platais 4        ,05 07 22,+22 16 42, 204.0,  276,      , 8.000,   1.65,  -6.49,    5,  16.26,  4,,76.8416666667,22.2783333333,180.790390503,-10.8585936191
279,NGC 1778         ,05 08 04,+37 01 24,   8.0, 1469, 0.336, 8.155,   3.33,  -3.21,    1,   4.95,  1,,77.0166666667,37.0233333333,168.903143696,-2.01542906442
280,SAI 43           ,05 08 17,+49 52 08,   2.0, 3840, 0.180, 8.950,   0.04,  -2.72,    2,       ,   ,,77.0708333333,49.8688888889,158.608934969,5.68574362903
281,King 17          ,05 08 22,+39 04 08,   6.5, 4710, 0.560, 8.400,   1.63,  -1.07,  110,       ,   ,,77.0916666667,39.0688888889,167.298480525,-0.744822677703
282,Teutsch 132      ,05 10 01,+38 49 31,   5.0, 5370, 0.750, 6.700,  -1.92,  -2.24,   59,       ,   ,,77.5041666667,38.8252777778,167.685337094,-0.632439637595
283,NGC 1802         ,05 10 14,+24 06 30,  25.0, 2100, 0.581, 9.150,   1.99,  -0.82,  488,       ,   ,,77.5583333333,24.1083333333,179.663939852,-9.26087594707
284,NGC 1790         ,05 11 02,+52 07 06,  15.0,     ,      ,      ,   0.20,   0.27,  169,       ,   ,,77.7583333333,52.1183333333,157.033430521,7.35819742455
285,FSR 0716         ,05 11 10,+45 42 46,   5.1, 4500, 0.416, 8.805,   3.21,  -1.74,  108,       ,   ,,77.7916666667,45.7127777778,162.25914754,3.61876394723
286,NGC 1798         ,05 11 39,+47 41 30,   5.0, 3470, 0.470, 9.250,   0.90,  -0.16,   86,  -2.00,  6,-0.12,77.9125,47.6916666667,160.703118738,4.84959019796
287,NGC 1817         ,05 12 15,+16 41 24,  16.0, 1972, 0.334, 8.612,  -1.79,  -2.17,  308,  65.31, 31,-0.16,78.0625,16.69,186.156124051,-13.0960733826
288,Collinder 464    ,05 12 39,+73 58 29, 120.0,     ,      ,      ,   1.81,   0.57, 5212,       ,   ,,78.1625,73.9747222222,138.373314265,19.609619045
289,ASCC 13          ,05 13 19,+44 34 48,  84.0,  800, 0.200, 7.710,  -1.34,  -4.02,    6,  -8.41,  2,,78.3291666667,44.58,163.400678659,3.26031923497
290,Dolidze 16       ,05 14 44,+32 41 19,  19.8,  868, 0.333, 7.600,   0.49,  -4.12,  245,  -8.40,  1,,78.6833333333,32.6886111111,173.214859175,-3.46826301721
